n,m,eps,tau_star,theta,error_inf,omega,W_N^M,isoparam0
2049,129,0.03125,2.,0.5,0.942136,0.000625057,1.94175,0.
2049,257,0.03125,2.,0.5,0.181108,9.37586e-05,1.18073,0.
2049,513,0.03125,2.,0.5,0.0425242,2.09374e-05,1.04214,0.
2049,1025,0.03125,2.,0.5,0.0104676,5.11635e-06,1.01009,0.
2049,2049,0.03125,2.,0.5,0.0026068,1.42955e-06,1.00223,0.
