n,m,r,eps,tau_star,theta,kappa,error_inf,error_star,W_N^M
8193,9,17,1.,4.,0.5,256.,0.0152426,0.0203351,1.00187
8193,17,33,1.,4.,0.5,256.,0.00382298,0.00509249,0.986625
8193,33,65,1.,4.,0.5,256.,0.000955979,0.00126951,0.982802
8193,65,129,1.,4.,0.5,256.,0.0002389,0.000313528,0.981846
8193,129,257,1.,4.,0.5,256.,5.97047e-05,7.46286e-05,0.981607
8193,257,513,1.,4.,0.5,256.,1.49239e-05,1.49239e-05,0.981548
