n,m,r,eps,tau_star,theta,kappa,error_inf,error_star,W_N^M
8193,9,17,1.,4.,0.5,8.,0.0152186,0.0203012,0.997948
8193,17,33,1.,4.,0.5,8.,0.00381524,0.00508263,0.982729
8193,33,65,1.,4.,0.5,8.,0.000954223,0.00126738,0.978914
8193,65,129,1.,4.,0.5,8.,0.000238596,0.00031316,0.97796
8193,129,257,1.,4.,0.5,8.,5.96511e-05,7.45638e-05,0.977721
8193,257,513,1.,4.,0.5,8.,1.49127e-05,1.49127e-05,0.977661
