n,m,r,eps,tau_star,theta,kappa,error_inf,error_star,W_N^M
8193,9,17,1.,4.,0.5,0.,0.0146653,0.019518,0.972293
8193,17,33,1.,4.,0.5,0.,0.0036445,0.00485267,0.957628
8193,33,65,1.,4.,0.5,0.,0.000909764,0.00120816,0.953983
8193,65,129,1.,4.,0.5,0.,0.000227356,0.000298398,0.953073
8193,129,257,1.,4.,0.5,0.,5.68337e-05,7.10418e-05,0.952846
8193,257,513,1.,4.,0.5,0.,1.42081e-05,1.42081e-05,0.952789
